epoch,train_loss,test_loss,test_accuracy,dropout_probability
1,0.015186213580660239,1.500523321600728,42.927934849416104,0.7
2,0.008042044837431504,0.6965890379133735,76.8861401352182,0.7
3,0.004437963173114979,0.49186274546674225,84.99154886293792,0.7
4,0.003152021822826278,0.4211263592139152,87.4039643515673,0.7
5,0.002536914211386393,0.34224347300374147,90.00076828518746,0.7
6,0.00213299738013751,0.2970602871379606,91.56422864167179,0.7
7,0.0018626084006815383,0.33249063614913854,90.85740626920713,0.7
8,0.0015975672974957765,0.2970967732401955,91.78318992009834,0.7
9,0.001396015330890568,0.2888013462237808,92.1980639213276,0.7
10,0.001207289512517727,0.3289220363872507,91.34142593730793,0.7
11,0.00103484506598663,0.31328393640735064,92.02519975414874,0.7
12,0.0008695622639520832,0.3107347259802839,92.35940381069453,0.7
13,0.0007864116559002085,0.31168847297992014,92.48617086662568,0.7
14,0.0006595908328592298,0.3408905754956865,91.94452980946528,0.7
15,0.0006131079316583976,0.3448122164627197,92.38629379225569,0.7
16,0.0005315147193690386,0.3850787531472308,91.48355869698833,0.7
17,0.0004862603807197988,0.361019073561356,91.84849416103258,0.7
18,0.00040799085054628873,0.36270398337487875,92.45159803318992,0.7
19,0.0003604179129778655,0.4139333600710709,91.79471419791027,0.7
20,0.00033334007349386963,0.3973800305142019,92.22495390288876,0.7
21,0.00032604889384336847,0.3938685641672689,92.4439151813153,0.7
22,0.00028760964797782843,0.45310983734037075,91.58343577135832,0.7
23,0.0002383439570518981,0.4450095223003029,91.79087277197296,0.7
24,0.00024701417975659816,0.4469934567836581,91.77166564228642,0.7
25,0.00024309795372459288,0.43728262731907336,92.1980639213276,0.7
26,0.00021042431863639,0.4276133257696507,92.6859250153657,0.7
27,0.0002114543614488078,0.3940779504852201,92.16349108789183,0.7
28,0.00019013682850280131,0.46621962713184134,92.23263675476336,0.7
29,0.00016665242548664577,0.4842658608547368,92.07129686539643,0.7
30,0.00016658476683263833,0.42620176410264743,92.55531653349723,0.7
