epoch,train_loss,test_loss,test_accuracy,dropout_probability
1,0.015041458951214103,1.2144701570254128,56.14244007375538,0.5
2,0.006701617529860995,0.5706537876234659,82.20267363245236,0.5
3,0.0037342184468533656,0.40587692108341866,87.72664413030117,0.5
4,0.002816397095607895,0.39537391064719474,88.04932390903504,0.5
5,0.002332136417985384,0.3491461114350022,89.73955132145052,0.5
6,0.001974156105250817,0.30014218826856653,91.24539028887523,0.5
7,0.0017026261937663494,0.32887455401570065,90.67685925015365,0.5
8,0.001460515983737439,0.30373185737483255,91.31837738168409,0.5
9,0.001263261163722649,0.2903314026572914,92.10586969883221,0.5
10,0.0010676467396204088,0.2884957164654207,92.16349108789183,0.5
11,0.0009098675116284978,0.33581134242812183,90.94960049170253,0.5
12,0.0007916398229323863,0.32337933782426287,91.71788567916411,0.5
13,0.0007000935357194954,0.3541298709768566,91.45666871542717,0.5
14,0.0005876337717366025,0.36726053023382277,91.06484326982176,0.5
15,0.000534048854924673,0.38091221453591073,91.32606023355869,0.5
16,0.00046655626142648,0.3520937933098266,91.79855562384758,0.5
17,0.00040683977334290164,0.3904593109571648,91.26459741856176,0.5
18,0.0003595353166093225,0.43049390461082904,91.58343577135832,0.5
19,0.0003543287088200866,0.38102923219161455,91.96373693915181,0.5
20,0.0003169093810692798,0.3898899275317248,91.83312845728334,0.5
21,0.000285228768633354,0.4227446832756507,91.57959434542101,0.5
22,0.00023905256086694502,0.4351738312527235,91.8139213275968,0.5
23,0.00023689676379101208,0.4098576473618257,92.09050399508297,0.5
24,0.00021925549165758,0.5064041545659249,91.17240319606638,0.5
25,0.00022907221650406544,0.3955054696381422,92.19038106945298,0.5
26,0.00017442553691020447,0.42296661184694256,92.42470805162877,0.5
27,0.00019171009261508614,0.46551502593543975,91.92148125384142,0.5
28,0.00015484190286926366,0.47368101027382614,92.07129686539643,0.5
29,0.000157774432132602,0.4659412368793171,91.41441303011678,0.5
30,0.00013386962617458416,0.4527015920497189,92.0098340503995,0.5
